Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date,Annual_Spend,Signup_Year,Tenure_Group,Spend_Group
C031386,24.0,Female,West,68,Premium,89.61,2,0.0,2022-05-15,1075.32,2022,5-10 yr,Q4 high
C031387,18.0,Female,North,45,Enterprise,207.12,0,0.0,2020-09-14,2485.44,2020,2-5 yr,Q4 high
C031388,25.0,Female,South,69,Standard,26.8,1,0.0,2020-03-21,321.6,2020,5-10 yr,Q3
C031389,25.0,Female,North,64,Premium,81.96,0,1.0,2020-02-14,983.52,2020,5-10 yr,Q4 high
C031390,26.0,Female,North,74,Basic,6.67,1,0.0,2022-10-14,80.03999999999999,2022,5-10 yr,Q1 low
C031391,36.0,Female,North,49,Standard,38.33,2,0.0,2019-03-18,459.96,2019,2-5 yr,Q3
C031392,36.0,Female,North,117,Standard,28.07,1,0.0,2022-07-11,336.84000000000003,2022,5-10 yr,Q3
C031393,34.0,Female,South,3,Standard,24.15,2,0.0,2022-05-13,289.79999999999995,2022,0-6 mo,Q2
C031394,32.0,Male,East,56,Basic,11.25,1,0.0,2022-04-26,135.0,2022,2-5 yr,Q1 low
C031395,18.0,Male,North,34,Enterprise,218.25,1,0.0,2024-08-25,2619.0,2024,2-5 yr,Q4 high
C031396,38.0,Female,East,104,Standard,32.93,0,0.0,2023-03-07,395.15999999999997,2023,5-10 yr,Q3
C031397,36.0,Female,North,73,Basic,14.8,1,0.0,2024-01-13,177.60000000000002,2024,5-10 yr,Q1 low
C031398,46.0,Female,North,118,Standard,22.7,0,0.0,2019-11-25,272.4,2019,5-10 yr,Q2
C031399,27.0,Male,North,21,Basic,7.91,2,0.0,2019-11-13,94.92,2019,1-2 yr,Q1 low
C031400,29.0,Female,West,66,Premium,56.29,1,0.0,2025-08-15,675.48,2025,5-10 yr,Q4 high
C031401,28.0,Female,West,78,Basic,7.67,1,0.0,2019-06-30,92.03999999999999,2019,5-10 yr,Q1 low
C031402,18.0,Male,North,99,Premium,80.94,1,0.0,2019-12-16,971.28,2019,5-10 yr,Q4 high
C031403,44.0,Female,West,104,Basic,13.06,1,1.0,2022-03-12,156.72,2022,5-10 yr,Q1 low
C031404,59.0,Male,East,24,Standard,26.0,5,0.0,2020-02-16,312.0,2020,1-2 yr,Q3
C031405,42.0,Male,South,57,Basic,13.44,0,0.0,2024-02-15,161.28,2024,2-5 yr,Q1 low
C031406,29.0,Male,West,27,Basic,12.75,2,0.0,2024-11-17,153.0,2024,2-5 yr,Q1 low
C031407,37.0,Male,North,116,Premium,61.44,1,0.0,2025-05-09,737.28,2025,5-10 yr,Q4 high
C031408,36.0,Female,South,60,Standard,25.78,0,0.0,2025-03-20,309.36,2025,2-5 yr,Q3
C031409,24.0,Male,South,102,Premium,51.99,1,0.0,2024-01-29,623.88,2024,5-10 yr,Q4 high
C031410,27.0,Male,East,13,Premium,69.18,1,0.0,2021-09-09,830.1600000000001,2021,1-2 yr,Q4 high
C031411,25.0,Female,North,50,Premium,35.94,1,0.0,2020-05-29,431.28,2020,2-5 yr,Q3
C031412,30.0,Female,South,79,Basic,6.89,0,0.0,2025-05-22,82.67999999999999,2025,5-10 yr,Q1 low
C031413,37.0,Male,Central,86,Standard,26.1,3,0.0,2023-06-09,313.20000000000005,2023,5-10 yr,Q3
C031414,30.0,Female,Central,31,Enterprise,183.46,3,0.0,2022-02-07,2201.52,2022,2-5 yr,Q4 high
C031415,18.0,Female,North,100,Standard,19.11,0,1.0,2024-01-20,229.32,2024,5-10 yr,Q2
C031416,34.0,Male,West,36,Premium,36.51,2,0.0,2021-11-26,438.12,2021,2-5 yr,Q3
C031417,35.0,Female,North,26,Standard,34.53,1,0.0,2020-06-09,414.36,2020,2-5 yr,Q3
C031418,40.0,Male,North,31,Standard,21.82,0,0.0,2021-01-17,261.84000000000003,2021,2-5 yr,Q2
C031419,33.0,Female,East,44,Basic,18.15,2,0.0,2021-11-01,217.79999999999998,2021,2-5 yr,Q2
C031420,19.0,Female,West,17,Enterprise,213.15,0,0.0,2019-05-04,2557.8,2019,1-2 yr,Q4 high
C031421,45.0,Male,North,118,Standard,23.62,1,0.0,2025-07-16,283.44,2025,5-10 yr,Q2
C031422,40.0,Female,West,22,Basic,10.09,1,1.0,2020-10-26,121.08,2020,1-2 yr,Q1 low
C031423,28.0,Female,West,51,Premium,96.48,1,0.0,2023-12-29,1157.76,2023,2-5 yr,Q4 high
C031424,30.0,Female,West,32,Enterprise,142.48,1,0.0,2019-08-25,1709.7599999999998,2019,2-5 yr,Q4 high
C031425,30.0,Unknown,North,60,Basic,7.9,0,0.0,2022-10-24,94.80000000000001,2022,2-5 yr,Q1 low
C031426,18.0,Female,North,31,Premium,65.12,1,0.0,2025-03-09,781.44,2025,2-5 yr,Q4 high
C031427,46.0,Female,East,41,Premium,97.97,0,0.0,2023-12-31,1175.6399999999999,2023,2-5 yr,Q4 high
C031428,37.0,Male,Central,50,Premium,41.65,1,0.0,2022-08-15,499.79999999999995,2022,2-5 yr,Q3
C031429,18.0,Female,East,120,Standard,28.22,0,0.0,2021-08-07,338.64,2021,5-10 yr,Q3
C031430,38.0,Male,East,112,Basic,18.53,1,1.0,2023-12-26,222.36,2023,5-10 yr,Q2
C031431,35.0,Male,South,64,Premium,87.77,1,0.0,2019-12-03,1053.24,2019,5-10 yr,Q4 high
C031432,24.0,Female,Central,93,Basic,11.69,1,0.0,2021-03-15,140.28,2021,5-10 yr,Q1 low
C031433,21.0,Male,East,10,Premium,78.73,1,0.0,2019-06-03,944.76,2019,6-12 mo,Q4 high
C031434,21.0,Male,West,117,Basic,5.61,1,0.0,2024-10-13,67.32000000000001,2024,5-10 yr,Q1 low
C031435,35.0,Female,North,33,Standard,34.1,0,0.0,2023-05-25,409.20000000000005,2023,2-5 yr,Q3
C031436,42.0,Female,East,14,Premium,89.84,0,0.0,2020-11-11,1078.08,2020,1-2 yr,Q4 high
C031437,33.0,Female,South,108,Enterprise,89.45,2,0.0,2020-08-23,1073.4,2020,5-10 yr,Q4 high
C031438,32.0,Female,Central,2,Standard,29.71,2,1.0,2020-09-11,356.52,2020,0-6 mo,Q3
C031439,44.0,Female,West,76,Enterprise,211.2,1,0.0,2020-11-12,2534.3999999999996,2020,5-10 yr,Q4 high
C031440,34.0,Male,East,10,Standard,37.94,0,1.0,2023-12-20,455.28,2023,6-12 mo,Q3
C031441,42.0,Male,East,93,Basic,13.07,0,0.0,2021-06-02,156.84,2021,5-10 yr,Q1 low
C031442,61.0,Female,South,114,Standard,15.09,0,0.0,2021-01-04,181.07999999999998,2021,5-10 yr,Q1 low
C031443,38.0,Male,North,54,Standard,21.85,2,1.0,2024-05-08,262.20000000000005,2024,2-5 yr,Q2
C031444,43.0,Female,East,79,Basic,14.27,3,0.0,2024-08-13,171.24,2024,5-10 yr,Q1 low
C031445,39.0,Male,West,114,Enterprise,137.71,4,1.0,2022-08-10,1652.52,2022,5-10 yr,Q4 high
C031446,27.0,Male,West,52,Basic,16.37,0,0.0,2020-02-03,196.44,2020,2-5 yr,Q2
C031447,32.0,Male,West,64,Basic,13.48,0,0.0,2025-04-19,161.76,2025,5-10 yr,Q1 low
C031448,31.0,Male,South,31,Standard,22.55,1,0.0,2019-11-03,270.6,2019,2-5 yr,Q2
C031449,47.0,Male,Central,12,Basic,9.85,0,0.0,2019-08-04,118.19999999999999,2019,6-12 mo,Q1 low
C031450,49.0,Non-binary,South,114,Basic,10.0,2,1.0,2023-04-28,120.0,2023,5-10 yr,Q1 low
C031451,33.0,Female,South,35,Standard,23.46,0,0.0,2020-12-19,281.52,2020,2-5 yr,Q2
C031452,47.0,Female,East,23,Enterprise,118.57,0,0.0,2021-02-02,1422.84,2021,1-2 yr,Q4 high
C031453,37.0,Female,Central,54,Standard,39.33,1,0.0,2019-11-16,471.96,2019,2-5 yr,Q3
C031454,44.0,Male,North,15,Standard,28.1,0,0.0,2024-12-04,337.20000000000005,2024,1-2 yr,Q3
C031455,18.0,Male,South,84,Premium,38.19,2,0.0,2021-10-30,458.28,2021,5-10 yr,Q3
C031456,26.0,Male,East,78,Basic,14.29,0,0.0,2020-08-21,171.48,2020,5-10 yr,Q1 low
C031457,22.0,Female,East,118,Basic,12.32,2,0.0,2024-05-25,147.84,2024,5-10 yr,Q1 low
C031458,44.0,Male,West,115,Premium,58.99,0,1.0,2024-05-24,707.88,2024,5-10 yr,Q4 high
C031459,29.0,Female,East,75,Basic,11.39,1,1.0,2019-02-02,136.68,2019,5-10 yr,Q1 low
C031460,18.0,Female,Central,60,Premium,63.46,1,0.0,2025-07-15,761.52,2025,2-5 yr,Q4 high
C031461,18.0,Female,Central,25,Basic,11.12,0,0.0,2019-03-22,133.44,2019,2-5 yr,Q1 low
C031462,44.0,Female,Central,120,Standard,18.99,2,0.0,2020-09-29,227.88,2020,5-10 yr,Q2
C031463,38.0,Female,East,45,Standard,15.1,0,0.0,2023-04-20,181.2,2023,2-5 yr,Q1 low
C031464,38.0,Female,South,1,Basic,17.46,3,1.0,2022-12-24,209.52,2022,0-6 mo,Q2
C031465,21.0,Male,West,111,Basic,12.62,2,1.0,2022-10-05,151.44,2022,5-10 yr,Q1 low
C031466,18.0,Male,Central,87,Premium,94.38,2,0.0,2019-07-17,1132.56,2019,5-10 yr,Q4 high
C031467,35.0,Male,West,16,Standard,30.66,1,1.0,2020-01-27,367.92,2020,1-2 yr,Q3
C031468,40.0,Male,South,108,Standard,30.42,3,0.0,2019-01-09,365.04,2019,5-10 yr,Q3
C031469,46.0,Male,Central,15,Standard,26.9,0,0.0,2025-04-25,322.79999999999995,2025,1-2 yr,Q3
C031470,35.0,Male,Central,94,Standard,17.99,0,1.0,2023-07-26,215.88,2023,5-10 yr,Q2
C031471,21.0,Male,East,77,Basic,8.71,1,0.0,2023-08-03,104.52000000000001,2023,5-10 yr,Q1 low
C031472,39.0,Male,North,60,Premium,57.9,2,0.0,2020-07-08,694.8,2020,2-5 yr,Q4 high
C031473,42.0,Female,East,69,Basic,7.53,3,1.0,2024-03-28,90.36,2024,5-10 yr,Q1 low
C031474,45.0,Male,South,92,Basic,18.61,0,0.0,2022-03-13,223.32,2022,5-10 yr,Q2
C031475,23.0,Female,South,45,Standard,22.65,0,0.0,2022-12-25,271.79999999999995,2022,2-5 yr,Q2
C031476,52.0,Male,North,102,Premium,68.93,5,1.0,2024-12-25,827.1600000000001,2024,5-10 yr,Q4 high
C031477,26.0,Male,North,104,Standard,25.71,3,0.0,2021-04-19,308.52,2021,5-10 yr,Q2
C031478,36.0,Female,West,117,Enterprise,86.8,2,0.0,2019-10-28,1041.6,2019,5-10 yr,Q4 high
C031479,39.0,Female,East,62,Basic,17.4,3,0.0,2021-05-19,208.79999999999998,2021,5-10 yr,Q2
C031480,41.0,Male,West,106,Standard,38.54,1,0.0,2022-02-10,462.48,2022,5-10 yr,Q3
C031481,35.0,Female,South,110,Basic,18.99,1,1.0,2021-08-13,227.88,2021,5-10 yr,Q2
C031482,33.0,Male,East,33,Basic,11.35,0,0.0,2019-09-22,136.2,2019,2-5 yr,Q1 low
C031483,31.0,Female,East,35,Standard,16.4,1,0.0,2021-08-25,196.79999999999998,2021,2-5 yr,Q2
C031484,33.0,Female,East,92,Premium,96.46,0,0.0,2025-05-03,1157.52,2025,5-10 yr,Q4 high
C031485,53.0,Female,North,92,Basic,8.87,0,0.0,2023-02-15,106.44,2023,5-10 yr,Q1 low
C031486,36.0,Female,West,9,Standard,22.45,1,0.0,2021-12-01,269.4,2021,6-12 mo,Q2
C031487,31.0,Female,West,115,Premium,98.91,0,0.0,2019-10-10,1186.92,2019,5-10 yr,Q4 high
C031488,28.0,Male,Central,74,Basic,11.34,0,0.0,2023-01-04,136.07999999999998,2023,5-10 yr,Q1 low
C031489,32.0,Female,South,89,Enterprise,232.93,1,0.0,2021-01-20,2795.16,2021,5-10 yr,Q4 high
C031490,36.0,Prefer not to say,West,82,Standard,15.8,2,0.0,2022-01-26,189.60000000000002,2022,5-10 yr,Q2
C031491,32.0,Male,East,67,Basic,12.76,0,1.0,2021-05-13,153.12,2021,5-10 yr,Q1 low
C031492,37.0,Female,Central,47,Standard,22.86,1,0.0,2019-08-27,274.32,2019,2-5 yr,Q2
C031493,34.0,Male,South,112,Standard,33.98,3,0.0,2021-06-09,407.76,2021,5-10 yr,Q3
C031494,35.0,Male,East,111,Premium,96.02,1,0.0,2021-11-28,1152.24,2021,5-10 yr,Q4 high
C031495,41.0,Non-binary,South,110,Basic,16.72,3,0.0,2025-05-10,200.64,2025,5-10 yr,Q2
C031496,24.0,Male,West,49,Standard,22.64,0,0.0,2020-03-26,271.68,2020,2-5 yr,Q2
C031497,27.0,Male,North,7,Standard,17.76,1,0.0,2024-08-28,213.12,2024,6-12 mo,Q2
C031498,28.0,Female,Central,18,Basic,13.17,0,1.0,2019-09-09,158.04,2019,1-2 yr,Q1 low
C031499,51.0,Female,West,114,Basic,7.29,0,0.0,2023-04-15,87.48,2023,5-10 yr,Q1 low
C031500,27.0,Male,East,53,Standard,28.25,0,0.0,2022-03-30,339.0,2022,2-5 yr,Q3
C031501,18.0,Male,North,81,Standard,25.01,0,0.0,2021-12-10,300.12,2021,5-10 yr,Q2
C031502,18.0,Male,North,8,Standard,20.02,0,0.0,2022-06-16,240.24,2022,6-12 mo,Q2
C031503,37.0,Male,South,39,Basic,10.18,0,0.0,2024-02-13,122.16,2024,2-5 yr,Q1 low
C031504,32.0,Male,South,6,Standard,26.9,3,0.0,2024-10-07,322.79999999999995,2024,0-6 mo,Q3
C031505,38.0,Female,North,95,Basic,12.49,2,0.0,2019-09-29,149.88,2019,5-10 yr,Q1 low
C031506,40.0,Female,North,22,Standard,33.39,2,0.0,2021-06-29,400.68,2021,1-2 yr,Q3
C031507,42.0,Male,North,29,Premium,46.22,1,0.0,2023-06-20,554.64,2023,2-5 yr,Q3
C031508,37.0,Female,North,111,Basic,19.17,2,0.0,2023-04-16,230.04000000000002,2023,5-10 yr,Q2
C031509,23.0,Male,Central,22,Standard,39.06,1,0.0,2019-03-16,468.72,2019,1-2 yr,Q3
C031510,46.0,Female,Central,83,Basic,8.95,0,0.0,2023-12-30,107.39999999999999,2023,5-10 yr,Q1 low
C031511,64.0,Female,West,85,Basic,9.4,1,0.0,2019-11-14,112.80000000000001,2019,5-10 yr,Q1 low
C031512,28.0,Female,West,50,Standard,26.8,0,0.0,2019-11-05,321.6,2019,2-5 yr,Q3
C031513,27.0,Female,North,75,Premium,57.67,2,0.0,2024-11-30,692.04,2024,5-10 yr,Q4 high
C031514,22.0,Male,Central,70,Standard,20.51,0,0.0,2020-04-28,246.12,2020,5-10 yr,Q2
C031515,35.0,Female,North,27,Enterprise,170.53,0,0.0,2019-11-07,2046.3600000000001,2019,2-5 yr,Q4 high
C031516,25.0,Male,South,31,Standard,22.34,4,0.0,2019-09-13,268.08,2019,2-5 yr,Q2
C031517,46.0,Female,North,15,Standard,24.27,1,0.0,2019-01-09,291.24,2019,1-2 yr,Q2
C031518,35.0,Male,East,28,Basic,19.49,2,1.0,2019-03-03,233.88,2019,2-5 yr,Q2
C031519,42.0,Female,North,44,Standard,20.28,3,0.0,2021-07-11,243.36,2021,2-5 yr,Q2
C031520,50.0,Male,North,4,Basic,12.82,1,0.0,2025-04-11,153.84,2025,0-6 mo,Q1 low
C031521,41.0,Female,East,55,Standard,27.44,1,0.0,2021-08-23,329.28000000000003,2021,2-5 yr,Q3
C031522,18.0,Male,South,82,Standard,31.71,0,0.0,2021-04-20,380.52,2021,5-10 yr,Q3
C031523,30.0,Female,Central,63,Basic,17.68,0,1.0,2019-06-02,212.16,2019,5-10 yr,Q2
C031524,23.0,Male,North,103,Premium,45.62,1,0.0,2024-02-09,547.4399999999999,2024,5-10 yr,Q3
C031525,60.0,Female,West,82,Basic,14.54,0,0.0,2024-09-30,174.48,2024,5-10 yr,Q1 low
C031526,33.0,Female,West,1,Enterprise,191.63,1,0.0,2024-06-05,2299.56,2024,0-6 mo,Q4 high
C031527,40.0,Female,North,2,Basic,19.64,2,0.0,2021-12-10,235.68,2021,0-6 mo,Q2
C031528,42.0,Male,South,53,Basic,8.94,0,0.0,2023-03-10,107.28,2023,2-5 yr,Q1 low
C031529,23.0,Male,East,61,Premium,91.13,0,1.0,2021-03-29,1093.56,2021,5-10 yr,Q4 high
C031530,38.0,Male,East,88,Standard,24.24,1,1.0,2021-04-04,290.88,2021,5-10 yr,Q2
C031531,33.0,Female,South,43,Enterprise,96.56,2,0.0,2025-02-13,1158.72,2025,2-5 yr,Q4 high
C031532,24.0,Female,South,96,Basic,18.75,1,0.0,2021-03-21,225.0,2021,5-10 yr,Q2
C031533,25.0,Female,North,88,Enterprise,131.35,1,0.0,2022-06-14,1576.1999999999998,2022,5-10 yr,Q4 high
C031534,49.0,Female,East,106,Standard,23.78,0,0.0,2022-11-01,285.36,2022,5-10 yr,Q2
C031535,42.0,Prefer not to say,North,10,Standard,32.87,1,1.0,2021-12-20,394.43999999999994,2021,6-12 mo,Q3
C031536,29.0,Non-binary,Central,81,Standard,37.02,0,0.0,2024-07-04,444.24,2024,5-10 yr,Q3
C031537,30.0,Male,North,77,Premium,55.47,1,0.0,2020-11-06,665.64,2020,5-10 yr,Q4 high
C031538,38.0,Male,South,83,Basic,12.97,2,0.0,2022-01-17,155.64000000000001,2022,5-10 yr,Q1 low
C031539,28.0,Female,South,29,Basic,14.34,1,0.0,2023-02-23,172.07999999999998,2023,2-5 yr,Q1 low
C031540,24.0,Male,East,11,Standard,17.32,2,1.0,2022-04-11,207.84,2022,6-12 mo,Q2
C031541,18.0,Male,East,59,Standard,27.22,0,0.0,2026-12-31,326.64,2026,2-5 yr,Q3
C031542,41.0,Female,East,84,Premium,97.77,0,1.0,2023-02-24,1173.24,2023,5-10 yr,Q4 high
C031543,37.0,Male,Central,113,Standard,23.92,0,0.0,2025-06-05,287.04,2025,5-10 yr,Q2
C031544,33.0,Female,West,112,Premium,62.88,0,0.0,2019-09-12,754.5600000000001,2019,5-10 yr,Q4 high
C031545,23.0,Male,West,59,Basic,9.79,1,1.0,2022-08-29,117.47999999999999,2022,2-5 yr,Q1 low
C031546,39.0,Male,West,81,Premium,70.15,1,0.0,2024-12-02,841.8000000000001,2024,5-10 yr,Q4 high
C031547,43.0,Female,Central,41,Basic,12.55,4,0.0,2024-03-21,150.60000000000002,2024,2-5 yr,Q1 low
C031548,56.0,Male,East,101,Standard,39.02,0,0.0,2025-05-15,468.24,2025,5-10 yr,Q3
C031549,29.0,Male,South,117,Premium,41.35,1,0.0,2025-07-12,496.20000000000005,2025,5-10 yr,Q3
C031550,34.0,Non-binary,East,110,Basic,13.27,0,0.0,2020-06-16,159.24,2020,5-10 yr,Q1 low
C031551,24.0,Female,South,69,Basic,8.96,1,1.0,2019-01-30,107.52000000000001,2019,5-10 yr,Q1 low
C031552,38.0,Male,East,32,Standard,28.77,1,0.0,2019-10-17,345.24,2019,2-5 yr,Q3
C031553,29.0,Male,North,91,Basic,15.21,0,1.0,2024-11-24,182.52,2024,5-10 yr,Q1 low
C031554,37.0,Male,East,96,Standard,25.34,1,0.0,2021-07-16,304.08,2021,5-10 yr,Q2
C031555,53.0,Female,East,72,Basic,10.62,0,0.0,2022-09-21,127.44,2022,5-10 yr,Q1 low
C031556,25.0,Female,North,44,Basic,12.69,0,1.0,2021-03-11,152.28,2021,2-5 yr,Q1 low
C031557,44.0,Male,South,35,Basic,19.98,1,0.0,2023-11-21,239.76,2023,2-5 yr,Q2
C031558,36.0,Male,West,120,Basic,7.35,2,0.0,2024-01-01,88.19999999999999,2024,5-10 yr,Q1 low
C031559,37.0,Male,East,63,Basic,16.94,0,0.0,2024-03-15,203.28000000000003,2024,5-10 yr,Q2
C031560,20.0,Male,North,64,Basic,6.99,0,0.0,2025-08-29,83.88,2025,5-10 yr,Q1 low
C031561,41.0,Male,East,84,Basic,16.39,1,0.0,2021-03-22,196.68,2021,5-10 yr,Q2
C031562,34.0,Male,West,83,Basic,8.68,3,0.0,2020-09-27,104.16,2020,5-10 yr,Q1 low
C031563,25.0,Male,South,46,Enterprise,145.48,3,1.0,2019-10-12,1745.7599999999998,2019,2-5 yr,Q4 high
C031564,28.0,Male,East,8,Premium,89.79,1,0.0,2019-09-01,1077.48,2019,6-12 mo,Q4 high
C031565,38.0,Male,East,8,Basic,15.08,1,,2024-05-07,180.96,2024,6-12 mo,Q1 low
C031566,27.0,Female,South,12,Basic,6.12,1,0.0,2019-06-26,73.44,2019,6-12 mo,Q1 low
C031567,48.0,Male,West,110,Standard,35.2,0,0.0,2023-12-03,422.40000000000003,2023,5-10 yr,Q3
C031568,19.0,Male,West,117,Premium,87.68,0,0.0,2021-08-12,1052.16,2021,5-10 yr,Q4 high
C031569,41.0,Female,East,21,Basic,16.32,0,0.0,2021-07-02,195.84,2021,1-2 yr,Q2
C031570,49.0,Male,East,93,Standard,20.82,1,0.0,2019-08-26,249.84,2019,5-10 yr,Q2
C031571,35.0,Male,South,44,Premium,54.1,1,0.0,2022-10-06,649.2,2022,2-5 yr,Q4 high
C031572,45.0,Female,North,67,Basic,8.25,1,0.0,2024-04-24,99.0,2024,5-10 yr,Q1 low
C031573,28.0,Female,North,92,Premium,36.32,0,1.0,2020-11-20,435.84000000000003,2020,5-10 yr,Q3
C031574,28.0,Female,South,100,Basic,15.69,1,0.0,2024-02-09,188.28,2024,5-10 yr,Q2
C031575,27.0,Male,West,53,Basic,18.03,2,0.0,2020-11-29,216.36,2020,2-5 yr,Q2
C031576,27.0,Male,South,32,Premium,93.31,2,0.0,2023-03-17,1119.72,2023,2-5 yr,Q4 high
C031577,33.0,Female,North,28,Basic,5.24,1,1.0,2020-04-03,62.88,2020,2-5 yr,Q1 low
C031578,45.0,Female,East,118,Premium,59.15,3,0.0,2019-12-06,709.8,2019,5-10 yr,Q4 high
C031579,34.0,Female,East,30,Enterprise,236.21,2,0.0,2025-04-07,2834.52,2025,2-5 yr,Q4 high
C031580,41.0,Male,West,8,Basic,9.34,0,1.0,2024-04-19,112.08,2024,6-12 mo,Q1 low
C031581,23.0,Female,South,11,Basic,11.39,0,1.0,2021-07-22,136.68,2021,6-12 mo,Q1 low
C031582,41.0,Female,West,118,Basic,9.57,0,0.0,2024-02-28,114.84,2024,5-10 yr,Q1 low
C031583,34.0,Female,East,21,Premium,48.92,2,0.0,2024-10-06,587.04,2024,1-2 yr,Q4 high
C031584,27.0,Male,Central,104,Premium,66.95,1,0.0,2025-05-30,803.4000000000001,2025,5-10 yr,Q4 high
C031585,39.0,Male,West,48,Enterprise,199.09,1,0.0,2025-06-08,2389.08,2025,2-5 yr,Q4 high
C031586,37.0,Male,North,116,Basic,13.62,1,1.0,2024-02-04,163.44,2024,5-10 yr,Q1 low
C031587,41.0,Male,West,119,Standard,23.83,3,1.0,2022-06-20,285.96,2022,5-10 yr,Q2
C031588,53.0,Male,North,105,Premium,44.87,0,1.0,2019-07-15,538.4399999999999,2019,5-10 yr,Q3
C031589,21.0,Male,East,54,Basic,12.6,2,0.0,2020-04-21,151.2,2020,2-5 yr,Q1 low
C031590,42.0,Male,North,51,Standard,36.36,1,0.0,2021-02-03,436.32,2021,2-5 yr,Q3
C031591,31.0,Female,East,55,Premium,89.44,1,0.0,2022-07-21,1073.28,2022,2-5 yr,Q4 high
C031592,63.0,Male,South,30,Premium,46.86,0,1.0,2024-06-03,562.3199999999999,2024,2-5 yr,Q3
C031593,30.0,Male,South,80,Standard,16.81,1,1.0,2019-10-12,201.71999999999997,2019,5-10 yr,Q2
C031594,44.0,Female,East,8,Basic,15.03,2,0.0,2023-02-12,180.35999999999999,2023,6-12 mo,Q1 low
C031595,52.0,Male,North,88,Standard,27.64,0,0.0,2023-05-09,331.68,2023,5-10 yr,Q3
C031596,23.0,Male,South,4,Basic,12.39,0,0.0,2019-12-18,148.68,2019,0-6 mo,Q1 low
C031597,25.0,Female,East,107,Basic,19.09,1,0.0,2023-04-19,229.07999999999998,2023,5-10 yr,Q2
C031598,25.0,Non-binary,North,63,Standard,16.67,4,0.0,2021-03-22,200.04000000000002,2021,5-10 yr,Q2
C031599,24.0,Male,North,61,Basic,18.16,1,1.0,2020-09-06,217.92000000000002,2020,5-10 yr,Q2
C031600,44.0,Female,South,59,Premium,52.41,1,0.0,2023-12-18,628.92,2023,2-5 yr,Q4 high
C031601,32.0,Male,East,97,Standard,22.34,3,0.0,2022-11-30,268.08,2022,5-10 yr,Q2
C031602,38.0,Female,East,3,Standard,29.7,0,0.0,2020-08-30,356.4,2020,0-6 mo,Q3
C031603,38.0,Male,West,18,Basic,16.62,0,0.0,2023-12-16,199.44,2023,1-2 yr,Q2
C031604,35.0,Female,East,10,Basic,13.6,3,0.0,2025-05-15,163.2,2025,6-12 mo,Q1 low
C031605,32.0,Female,North,88,Premium,94.06,1,0.0,2020-11-18,1128.72,2020,5-10 yr,Q4 high
C031606,45.0,Male,Central,11,Premium,52.28,2,1.0,2021-08-07,627.36,2021,6-12 mo,Q4 high
C031607,33.0,Male,East,87,Premium,65.47,1,0.0,2020-01-06,785.64,2020,5-10 yr,Q4 high
C031608,48.0,Male,Central,3,Basic,8.27,1,1.0,2020-01-23,99.24,2020,0-6 mo,Q1 low
C031609,29.0,Male,North,109,Standard,19.29,1,0.0,2023-02-16,231.48,2023,5-10 yr,Q2
C031610,46.0,Female,West,118,Standard,18.09,0,1.0,2022-07-19,217.07999999999998,2022,5-10 yr,Q2
C031611,19.0,Male,East,37,Premium,80.86,3,0.0,2021-01-17,970.3199999999999,2021,2-5 yr,Q4 high
C031612,32.0,Female,South,69,Standard,30.44,2,0.0,2020-05-05,365.28000000000003,2020,5-10 yr,Q3
C031613,47.0,Male,North,109,Basic,19.36,0,0.0,2022-05-20,232.32,2022,5-10 yr,Q2
C031614,30.0,Female,West,71,Premium,93.22,1,0.0,2024-07-30,1118.6399999999999,2024,5-10 yr,Q4 high
C031615,48.0,Female,North,62,Basic,18.58,1,0.0,2022-12-14,222.95999999999998,2022,5-10 yr,Q2
C031616,52.0,Female,South,89,Premium,41.24,0,0.0,2019-06-27,494.88,2019,5-10 yr,Q3
C031617,18.0,Female,East,15,Basic,15.59,1,1.0,2022-05-13,187.07999999999998,2022,1-2 yr,Q2
C031618,41.0,Female,North,29,Basic,15.96,1,0.0,2019-02-20,191.52,2019,2-5 yr,Q2
C031619,45.0,Male,East,48,Enterprise,158.47,4,1.0,2021-04-08,1901.6399999999999,2021,2-5 yr,Q4 high
C031620,22.0,Male,West,117,Basic,14.96,2,0.0,2021-03-28,179.52,2021,5-10 yr,Q1 low
C031621,50.0,Male,South,2,Standard,34.58,3,0.0,2024-04-14,414.96,2024,0-6 mo,Q3
C031622,38.0,Male,West,7,Premium,79.92,0,1.0,2022-06-16,959.04,2022,6-12 mo,Q4 high
C031623,29.0,Female,Central,21,Basic,6.68,1,1.0,2021-03-30,80.16,2021,1-2 yr,Q1 low
C031624,36.0,Non-binary,East,36,Basic,18.8,2,0.0,2019-02-28,225.60000000000002,2019,2-5 yr,Q2
C031625,29.0,Female,East,21,Enterprise,132.35,1,0.0,2021-01-10,1588.1999999999998,2021,1-2 yr,Q4 high
C031626,25.0,Male,Central,25,Enterprise,155.7,1,0.0,2025-06-04,1868.3999999999999,2025,2-5 yr,Q4 high
C031627,36.0,Male,East,11,Standard,27.6,3,0.0,2020-08-17,331.20000000000005,2020,6-12 mo,Q3
C031628,30.0,Male,North,76,Standard,37.68,0,1.0,2024-09-07,452.15999999999997,2024,5-10 yr,Q3
C031629,18.0,Male,North,65,Basic,14.92,0,0.0,2019-09-05,179.04,2019,5-10 yr,Q1 low
